	sentence	pair	agent_index	verb_index
5791	Сергей Кукура курирует все финансы компании заявил Известиям пресс-секретарь ЛУКОЙЛа Дмитрий Долгов кредиты инвестиции финансовые потоки	Кукура курирует	1	2
5792	Он обладает конфиденциальной информацией представляющей в том числе и гостайну	Он обладает	0	1
5793	Когда похищают серьёзного человека похитители выходят на родственников жертв не раньше чем через неделю	похитители выходят	4	5
5794	При этом сами детективы видят в этой версии одно слабое место служба безопасности ЛУКОЙЛа считается самой мощной среди подобных служб российских коммерческих компаний	детективы видят	3	4
5795	Сюжет этой повести Гаврилов прочертил рассказывая несколько лет назад в газетном интервью о своей жизни и давая попутно очень любопытные самохарактеристики	Гаврилов прочертил	3	4
5796	Он вспоминал тогда армию ракетные войска элитные в курилке обсуждали Ахматову и Мандельштама	Он вспоминал	0	1
5797	Но он ответил что просто так я ему не интересен а интересен как гипотетический писатель	он ответил	1	2
5798	Я был страшно подавлен таким поворотом дела	Я был	0	1
5799	Берлинская флейта посвящена памяти Сергея Беринского Учителя	флейта посвящена	1	2
5800	Может это вообще не проза просто душа скулит и ноет рвётся в небеса	душа скулит	6	7
5801	Блюзовые вкрапления Тема поручена флейте Ритм	Тема поручена	2	3
5802	Тема обрастающая по мере развития всё новыми обертонами тоски опустошённости гнева надежды отчаянья	Тема обрастающая	0	1
5803	Судя по трем первым номерам Иностранке наскучили упрёки в отсутствии чёткой стратегии и композиционных просчётах Январская книжка продумана до мелочей Постановочная фотография романа так могла называться рецензия на этот номер	книжка продумана	16	17
5804	Тема отыграна в романе Бригитты Швайгер Откуда в море соль пер с нем Е Нарустранг	Тема отыграна	0	1
5805	О литературе факта и художественной кризисе романа и его жизнестойкости размышляют критик А Генис и блистательный практик Джон Фаулз Номер читается от корки до корки Отголоски темы в номере февральском на страницах которого сошлись роман классический и современный	Номер читается	19	20
5806	Мастерство Джейн Остин перевод её романа в письмах Леди Сьюзен выполнен А Ливергантом не потускнело за два века	Сьюзен выполнен	9	10
5807	Герой креатор рекламного агентства сюжет выстроен вокруг съёмок рекламного ролика	сюжет выстроен	4	5
5808	Много слов событий людей трудноразличимых то и дело возвращаешься назад чтобы понять о ком речь Страсти казалось бы кипят а скучно Затянуто не роман а нескончаемый памфлет	Страсти казалось	15	16
5809	Уж на что я не поклонница Пелевина и то скажу Поколение П написанное на том же материале куда интересней	то скажу	8	9
5810	Во-вторых вы можете в любое время всего за несколько минут полностью сменить содержимое своего леса или перекомпоновать растения по-новому	вы можете	1	2
5811	В раннем возрасте он имеет почти шаровидную форму растёт очень медленно достигая к 10 годам всего 40 см	он имеет	3	4
5812	Не стоит опасаться что со временем они превратятся в гигантов	они превратятся	6	7
5813	Его вечнозелёная листва и длинные стелющиеся побеги выполнят роль ампельного растения живописно ниспадая с края горшка	побеги выполнят	6	7
5814	Нежная компактная петуния придаст композиции из хвойных особую прелесть	петуния придаст	2	3
5815	В храме музее стоят леса обитающие на них московские реставраторы не обращают внимания на зрителей растерянно глазеющих на признанный шедевр древнерусского искусства и на скупые пояснения экскурсоводов которых можно нанять за отдельную плату	леса обитающие	4	5
5816	В переводе на нынешний русский она выглядит так В лето 7010 месяца августа в шестое на Преображение Господа нашего Иисуса Христа начата бысть подписывана церковь а кончена на второе лето месяца от сентября в восьмое на Рождество Пресвятые Владычицы нашей Богородицы Марии при благоверном Великом Князе Иване Васильевиче всея Руси при Великом Князе Василии Ивановиче всея Руси и при архиепископе Тихоне а писцы Дионисий иконник со своими чадами	она выглядит	5	6
5817	В Ферапонтово я приехала по собственному желанию в отпускное а не рабочее время просто захотелось туда поехать потому журналистскими привилегиями я не пользовалась купила билет встала в очередь и рассматривала в собственном семейном окружении фрески которые впервые увидела и навсегда полюбила двадцать лет назад	я приехала	2	3
5818	Только сосредоточишься на созерцании например фигур евангелистов в парусах как то уверенный в своём праве реставратор по-хозяйски спустится с лесов прямо тебе на голову то служительница мило напомнит что в алтарную часть заходить не следует то пожилой посетитель начнёт допытываться у экскурсоводши за какие именно грехи на страшном суде жарят на адской сковородке и нет благолепного и благоговейного настроя	посетитель начнёт	37	38
5819	Но в самом храме нет ни одного пояснения чтобы разобраться в сюжетах росписи надо вернуться в кассу и прикупить хотя бы одну из нескольких брошюр в которых всё подробно расписано где какая композиция и что она значит	она значит	35	36
5820	Это действительно музей храм то есть и музей и храм одновременно хотя там и не служат	то есть	4	5
5821	Во-вторых нет конфликта между церковью и музеем служба в монастыре проходит в церкви Мартиниана где росписи практически не сохранились кроме крохотного фрагмента и где стоит древняя рака с мощами святого то есть церковь и музей взаимно тактичны и уважают чужие чувства и законы	то есть	30	31
5822	Вот бы ещё сельский сервис был поприветливее да автобусное расписание поудобнее но это уже не музейные проблемы так и вообще можно было бы считать ферапонтовский музей образцовым европейским музеем и культурно-туристическим центром с большим и славным будущим	сервис был	4	5
5823	Построено оно было вернее перестроено из театра Лианозова всего за три месяца по проекту архитектора Фёдора Шехтеля на деньги промышленника Саввы Морозова	оно было	1	2
5824	О некоторых обстоятельствах рождения одного из самых легендарных московских зданий в котором новые архитектурные идеи идеи модерна органично слились с представлениями о новом театре идеи Станиславского доктор искусствоведения Евгения КИРИЧЕНКО рассказала обозревателю Известий Ольге КАБАНОВОЙ	КИРИЧЕНКО рассказала	29	30
5825	Многие театры проектируются целыми институтами на века а не живут	театры проектируются	1	2
5826	Во-первых это уникальное в своём роде сооружение оно создавалось как программный театр	оно создавалось	7	8
5827	И Шехтель осознававший Московский художественный театр МХТ как театр Чехова как самый интеллигентный театр России это понимал	Шехтель осознававший	1	2
5828	Актёры подарили Шехтелю серебряный сундучок с изображением театра он подарком очень гордился	Актёры подарили	0	1
5829	Театр строился на деньги Саввы Морозова который был влюблён в актрису театра Андрееву и привлёк к работе Шехтеля который тогда был семейным архитектором Морозовых	Театр строился	0	1
5830	Причём стенды нынешнего года не похожи на прошлогодние тогда ещё много было всяких навороченных эффектных театральных а сейчас все почти рекламные фирмы показали строгий респектабельный нешуточный дизайн	фирмы показали	21	22
5831	Простоватые шутки вроде акции НПО Локомотив Technology Жертвы рекламы состоящей из трех кроватей с забинтованными статистами и тира где желающие могут пострелять в изображение старушки из Домика в деревне кажутся анахронизмом	желающие могут	19	20
5832	Получив доставленное с курьером приглашение в виде амбулаторной карты я испугалась но не засмеялась	я испугалась	9	10
5833	Впрочем раз я написала название фирмы так вот и сделала ей рекламу тиражом с тираж нашей газеты	я написала	2	3
5834	Если бы я подождала то этого текста в газету написать бы не успела	я подождала	2	3
5835	Но сам господин Вайль выглядит вполне симпатично и доброжелательно	Вайль выглядит	3	4
5836	О том что российский рекламный бизнес становится всё более солидным свидетельствует и публика выставки	бизнес становится	5	6
5837	В первые годы на Дизайн и рекламу ходили всё больше праздные старушки собирательницы радующих глаз пёстрых рекламных проспектов и маленьких календариков	собирательницы радующих	12	13
5838	Потом к ним примкнули молоденькие красотки и амбициозные юноши желающие найти своё место в стремительно создающемся рекламном мире где на глазах делались карьеры и состояния	юноши желающие	8	9
5839	Лет десять пятнадцать назад такая выставка не могла пройти незамеченной прибалтийское прикладное искусство было едва ли не самым интересным что можно было увидеть на официальных столичных выставочных площадках	искусство было	12	13
5840	В советские времена как любят теперь вспоминать Прибалтика заменяла России заграницу	Прибалтика заменяла	7	8
5841	Теперь кажется пришла пора увидеть и оценить в наших балтийских соседях и их искусстве те национальные особенности которые отличают их и от нас и от других европейцев	пора увидеть	3	4
5842	Вот в латышском художественном текстиле эти особенности существуют	особенности существуют	6	7
5843	Такой объект есть и на нынешней выставке	объект есть	1	2
5844	Зато традиционные гладкого ткачества гобелены сделаны так просто и с таким вкусом что любой дом охотно подставит им свои стены	гобелены сделаны	4	5
5845	Но и в нетрадиционных техниках латыши работают изящно вплетая в общую форму и обугленные деревянные палочки и металлические пластины и газетные обрывки	латыши работают	5	6
5846	Пушкинский музей открыл сразу две выставки французского искусства	музей открыл	1	2
5847	Пушкинский музей выпустил двухтомный каталог резоне полное научное описание определённого раздела музейной коллекции Франция	музей выпустил	1	2
5848	К выходу французских томов можно было бы устроить большой праздник коллекцией французской живописи импрессионистов и постимпрессионистов Пушкинский вправе гордиться благодаря предприимчивости купцов коллекционеров Щукиных и Морозовых он обладает одним из лучших в мире собраний нынешних лидеров зрительских симпатий среди художников	он обладает	26	27
5849	Но музей пошёл странным путём и вместо любимых зрителем Моне Мане Гогена Матисса Пикассо и прочих всемирно знаменитых французов XIX XX века представил камерную и изысканную выставку их предков по истории живописи	музей пошёл	1	2
5850	В общем по сути музейные сотрудники пренебрегли выставкой заведомо популярной ради выставки рассчитанной на редкого любителя старой живописи	сотрудники пренебрегли	5	6
5851	Дивный Женский портрет Корнеля де Лиона 1535 1540 имеет все качества за которые современный зритель чтит старое искусство	зритель чтит	14	15
5852	Коро Каррьер Боннар Делоне Дюфи и Шагал представлены своими типичными в стилистическом отношении вещами по ним можно составить хорошее представление о манере этих художников	Шагал представлены	6	7
5853	Во-первых здесь последовательно представлены все направления в искусстве XIX века от реализма и импрессионизма до фовизма кубизма и конструктивизма благодаря чему любой желающий сможет составить себе представление об авангардистском бунте против традиции	желающий сможет	22	23
5854	Всякий знает мало заработать деньги надо ещё их сохранить	Всякий знает	0	1
5855	Можно отнести деньги в банк но кто может гарантировать что он не лопнет	кто может	6	7
5856	Житель Иерусалима спрятал заначку в 20000 долларов под джакузи знать не зная жена не предупредила что ванна протекает	ванна протекает	16	17
5857	В отчаянии бедолага обратился к реставраторам Иерусалимского музея изобразительных искусств	бедолага обратился	2	3
5858	Над потерпевшим сначала посмеялись а потом пожалели и взялись за дело Вскоре деньги вернулись к владельцу Выглядели купюры как новенькие	деньги вернулись	12	13
5859	75-летняя пенсионерка из немецкого города Эссен позвонила в полицию и прокричала в трубку У меня украли все мои сбережения	Эссен позвонила	5	6
5860	Полицейские переглянулись после чего один из них вышел на улицу и выудил из мусорного бака коробку с 12 тысячами дойчмарок	Полицейские переглянулись	0	1
5861	Через несколько дней его тёща приволокла с рынка тридцать килограммов лука который в домашних условиях надо хранить исключительно в чулках	тёща приволокла	4	5
5862	Я могу надеть какие попало джинсы кое-как собрать волосы в хвост но бельё и духи всё равно выбираю пол часа как минимум	Я могу	0	1
5863	То вы хотите сказать кирпич на голову упадёт	вы хотите	1	2
5864	Зачем простите если на голову то кирпич упал	кирпич упал	6	7
5865	Я говорю Анне что Болонья по характеру похожа на бельё и одежду La Perla	Я говорю	0	1
5866	Что в La Perla нет совсем открытого сексуального вызова который всегда отдаёт вульгарностью но есть чувственная физиологичность Анна соглашается и говорит Ещё по настроению La Perla похожа на фильм Любовное настроение Кар-Вая	Анна соглашается	17	18
5867	Анна рассказала как она впервые в 11 лет потратила все карманные деньги на красные розовые и чёрные кружевные трусики в бельевом магазине родителей могла бы конечно и так попросить у мамы с папой но стеснялась ужасно	Анна рассказала	0	1
5868	А что вы почувствовали когда впервые надели роскошное бельё	вы почувствовали	2	3
5869	Как будто я танцую соло в балете Кармен	я танцую	2	3
5870	Года четыре назад в тбилисской квартире режиссёра Наны Джорджадзе раздался звонок низкий и немного хриплый голос сказал	голос сказал	15	16
5871	Вы ищете девочку-подростка для своего нового фильма	Вы ищете	0	1
5872	Сразу после проб школьницу с шапкой вьющихся рыжих волос и не по-детски эротичным низким голосом Нана Джорджадзе взяла в компанию к Евгению Сидихину Амалии Мордвиновой ныне Гольданской Пьеру Ришару и обаятельному словно картины Моне сценарию своего мужа Ираклия Квирикадзе	Джорджадзе взяла	16	17
5873	Дело происходит в одном сонном грузинском городке где-то в 50-х годах	Дело происходит	0	1
5874	В Сибиллу влюбляется пылкий ровесник Мики сама она влюбляется в его отца Александра Евгения Сидихина а Александр уже давно любит замужнюю Веронику Амалию Гольданскую	она влюбляется	7	8
5875	Сейчас Нуце по паспорту правда она Нино но официального имени стесняется откликаясь на Нуцу 18 лет она живёт в Лос-Анджелесе и намерена поступать в голливудскую актёрскую школу	она живёт	16	17
5876	А когда ей было 9 лет она выучила наизусть и целиком Ромео и Джульетту на грузинском и любила дома изображать перед родителями сёстрами и братом Джульетту	она выучила	6	7
5877	Вертолёт заходил с моря на посадку и молодой господин в очках с рыжими стёклами и лёгким чемоданчиком из рыжей кожи прокричал мне на ухо жмурясь от солнца	Вертолёт заходил	0	1
5878	Я хочу написать книгу получить Нобелевскую премию по литературе а вместо денег попрошу у Нобелевского комитета чтобы меня сделали монегаском	Я хочу	0	1
5879	Едва вертолёт приземлился на мыс Фонтвий мне сделалось как-то трогательно	вертолёт приземлился	1	2
5880	Дело в том что этот мыс насыпной Монте-Карло отвоевало себе гектар у моря и получился ещё один независимый крошечный микрорайончик в независимом крошечном княжестве	Монте-Карло отвоевало	7	8
5881	Местные монархи Гримальди довольны их княжество стало чуть больше и с соседками Францией и Италией отношения в порядке	княжество стало	5	6
5882	За подобную интеллигентность в частности Монако является полновесным членом ООН даром что площадь княжества меньше чем территория Москвы в границах Садового кольца	Монако является	5	6
5883	Публике явно к лицу здание казино в стиле belle epoque дело рук архитектора Гарнье того самого что строил парижскую Grand Opera	что строил	16	17
5884	И мостовые и площадь и казино и всё остальное что есть на площади Hotel de Paris и Cafe de Paris это собственность Общества морских купаний так элегически в стиле рубежа XIX и XX веков переводится Societe des Bains de Mer	что есть	9	10
5885	Как-то раз актриса Джейн Биркин летела в одном самолёте с Жаном-Луи Дюма-Эрмесом президентом Hermes	Биркин летела	4	5
5886	Господин Эрмес-Дюма мягко намекнул Джейн что её сумка для ручной клади эта была плетёная корзинка в стиле воронье гнездо выглядит как-то ну неподобающим для известной актрисы образом	гнездо выглядит	18	19
5887	А с тех пор столько желающих обладать сумкой Birkin что скорее доллар сменит свой дизайн чем поредеет эта очередь	доллар сменит	11	12
5888	Простая на первый взгляд классическая сумка стоит от 6 тысяч хм мог бы получиться неплохой автомобиль а чтобы её купить нужно ждать от шести месяцев до двух лет встав на waitlist	сумка стоит	5	6
5889	За что сумка Birkin такая дорогая и отчего каждые девять секунд в мире кто-нибудь покупает платок-каре от Hermes	кто-нибудь покупает	13	14
5890	Скорее доллар сменит свой дизайн чем поредеет очередь желающих купить сумочку Kelly от Hermes	доллар сменит	1	2
5891	Кроме того что эту сумочку обожала принцесса Грейс Келли и везде с ней появлялась смотреть там особо не на что простая классическая кожаная сумка стоит при этом 12 тысяч хм мог бы получиться неплохой автомобиль а чтобы стать её обладательницей нужно ждать минимум два года встав на wait list и в очередь ещё не всех берут	сумка стоит	23	24
5892	И ещё каждые девять секунд в мире кто-нибудь покупает платок-каре от Hermes	кто-нибудь покупает	7	8
5893	Пока комментарии дают только несколько ошарашенные чиновники из федеральной авиаадминистрации которые подтверждают что роллинги действительно обратились к ним с просьбой дать разрешение на посадку в городском парке и что скорее всего это разрешение они получат	они получат	33	34
5894	Правда летом будут отмечать 40-летие первого появления группы на публике но уже известно что тур не будет юбилейным вроде как потому что дата с которой ведётся отсчёт 12 июля 1962 года вызывает у музыкантов большие сомнения состав был другим	состав был	36	37
5895	В частности Уотс пришёл в группу только в 1963-м	Уотс пришёл	2	3
5896	Есть также серьёзные основания считать что в этот раз Rolling Stones будут играть не на стадионах а на небольших закрытых площадках	основания считать	3	4
5897	Роллинги вообще известны своими крайне успешными турами в списке самых коммерчески удачных американских турне всех времён роллинги значатся трижды	роллинги значатся	16	17
5898	В частности на шоу Voodoo Lounge в 1994 году они заработали 121 2 миллиона долларов	они заработали	9	10
5899	Ожидается что и нынешний тур принесёт им немалые барыши по крайней мере билеты на других менее авантажных ветеранов Crosby Stills Nash Young или Билли Джоэла с Элтоном Джоном продавались крайне хорошо	тур принесёт	4	5
5900	В самом же факте тура ничего сверхъестественного нет роллинги ездят довольно часто с удовольствием с новыми программами и без таковых	роллинги ездят	8	9
5901	Последнее их мировое турне продолжалось аж два года с 1997 по 1999-й после чего музыканты закономерно отлеживались	турне продолжалось	3	4
5902	Джаггер записывал сольный альбом который оказался полным коммерческим провалом и продюсировал военный триллер Энигма	Джаггер записывал	0	1
5903	Те же кто передвигается в пространстве на всех четырёх сразу будут спорить какой из принципов полного привода лучше	кто передвигается	2	3
5904	Осознав что два колеса лучше чем одно оно придумало арбу	оно придумало	7	8
5905	Ещё десять лет тому назад все внедорожники делились по большому счёту на два подвида постоянный полный привод или подключаемый мост	внедорожники делились	6	7
5906	Вискостная муфта стала первым пасынком в семье проходимцев	муфта стала	1	2
5907	Более того усложнение конструкции а классический постоянный полный привод требует наличия межосевого дифференциала неизбежно ведёт к снижению надёжности всей конструкции и её удорожанию	привод требует	8	9
5908	Поэтому при их эксплуатации надо учитывать что полный привод можно включать только в условиях бездорожья когда колёса имеют относительно малое сцепление с дорогой а скорость движения невелика	колёса имеют	16	17
5909	Но также осторожно блокированный межосевой дифференциал делает поведение автомобиля в некоторых ситуациях почти что непредсказуемым	дифференциал делает	5	6
5910	Но на зыбкой поверхности он может сослужить плохую службу если его не блокировать то проходимость автомобиля значительно снижается	он может	4	5
5911	На более старых моделях блокировка осуществлялась вручную селектором демультипликатора	блокировка осуществлялась	4	5
5912	Теперь от него требуется только вовремя переключиться на пониженную передачу все блокировки сработают автоматически в нужное время	блокировки сработают	11	12
5913	Главное маневры Вы служили в армии Нет	Вы служили	2	3
5914	Тогда единственный шанс ощутить себя настоящим танкистом купить вездеход амфибию Argo Response	шанс ощутить	2	3
5915	В этом смешном автомобильчике многое напоминает танк	многое напоминает	4	5
5916	Если смотреть на Argo со стороны есть ощущение что форма срисована дизайнером с БТР 60	форма срисована	9	10
5917	Не важно что кузов выполнен не из брони а из полиэтилена высокой прочности	кузов выполнен	3	4
5918	Он стоит на крепкой стальной раме а алгоритм управления точь-в-точь повторяет танковый	Он стоит	0	1
5919	Здесь установлен вариатор с понижающей передачей и на холостом ходу рукоятка КПП просто перекидывается правда довольно тяжело в нужную позицию задний ход нейтраль повышенная пониженная	нейтраль повышенная	22	23
5920	По снегу он едет очень даже резво сравнимо со снегоходом и все восемь колёс оставляют за собой две обманчивые колеи глубиной всего в пару сантиметров	он едет	2	3
5921	Чуть-чуть больше газа и он начинает резво закапываться в рыхлый снег и садиться на брюхо	он начинает	4	5
5922	Перед премьерой авторы мюзикла композитор Ричард КОЧАНТЕ и поэт Люк ПЛАМОНДОН дали интервью Валерию КИЧИНУ	ПЛАМОНДОН дали	10	11
5923	Ричард КОЧАНТЕ Я нашёл здесь потрясающих певцов Для Москвы идея копирования спектаклей внове	Я нашёл	2	3
5924	Не есть ли это переходный этап к моменту когда голография позволит перенести Нотр-Дам на московскую сцену прямо из Парижа	голография позволит	9	10
5925	Когда появился синтезатор я первый скривился но со временем он стал инструментом благородным на нём написано много хорошей музыки	он стал	9	10
5926	Появился компьютер и мы учимся жить в виртуальном мире так же как живём в конкретном	мы учимся	3	4
5927	Мы понимали свою ответственность перед великим автором тут нельзя было обойтись минимумом	Мы понимали	0	1
5928	Перед вами гениальный певец но средний актёр и замечательный артист с посредственным голосом кого вы предпочтёте	вы предпочтёте	14	15
5929	Хуже когда зритель говорит пели плохо зато какие декорации и свет	зритель говорит	2	3
5930	В воскресенье на 64-м году жизни умер Владимир Нахабцев замечательный кинооператор снявший такие любимые всеми фильмы как Берегись автомобиля Ирония судьбы Служебный роман Гараж Тот самый Мюнхгаузен Анна Павлова	кинооператор снявший	10	11
5931	Он работал с мастерами Эльдар Рязанов Александр Митта Марк Захаров Эмиль Лотяну	Он работал	0	1
5932	А человек он был заметный красив красотой интеллигентного человека	он был	2	3
5933	На Балладе он был инициативен многое снимал самостоятельно умело работая ручной камерой	он был	2	3
5934	Съёмки шли на ВДНХ и в перерыв они куда-то исчезли вся группа не могла их дождаться	Съёмки шли	0	1
5935	И не всякий оператор пошёл бы на такую жертву	оператор пошёл	3	4
5936	А Нахабцеву эти работы принесли Государственные премии России и СССР	работы принесли	3	4
5937	В конце жизни Владимир Нахабцев болел уже не снимал хотя вёл свою мастерскую во ВГИКе и участвовал в отборе номинантов для актёрской премии Кумир	Нахабцев болел	4	5
5938	Он оставил сына Владимира который теперь продолжит его уникальную операторскую школу	Он оставил	0	1
5939	Режиссёр и его продюсер Сергей Сельянов умеют учитывать свои ошибки и потому смогли расширить свою аудиторию	Сельянов умеют	5	6
5940	Британец Джон комик рыжий раненый капитан Сергей Бодров мл тянет нить к Брату сцепляя фильмы в сериал об особенностях национальной героики их тюремщик Аслан фольклорное чудище принявшее облик кавказского злодея	чудище принявшее	25	26
5941	И потому объединяет в сочувствующем зале и ошпаренных ненавистью скинхедов и высоколобых гуманитариев каждый зритель будет трактовать Войну по-своему а у значительной части публики она как и Брат 2 спровоцирует новую вспышку ксенофобии	зритель будет	14	15
5942	Идеал бандюга и ворюга но она готова стать его сообщницей они обречены быть вместе	они обречены	10	11
5943	История завершается как в рондо тем же немыслимой красоты пейзажем	История завершается	0	1
5944	Жерар Корбье ставший знаменитым после фильма Фаринелли кастрат верен своим пристрастиям и сделал костюмную драму Король танцует о взаимоотношениях Людовика XIV придворного композитора Люлли и актёра драматурга Мольера	Корбье ставший	1	2
5945	Назвать её исторической трудно здесь скорее ещё один вариант легенды о Моцарте и Сальери причём неблагодарная роль ревнивца всегда готового украсть чужую славу отведена ни в чём не повинному Люлли композитор выведен сладострастным любителем мальчиков чем и объясняется его привязанность к смазливому юноше королю	композитор выведен	30	31
5946	Левон ОГАНЕЗОВ КОГДА Я ВЕРНУЛСЯ У МЕНЯ НЕ БЫЛО НИ КВАРТИРЫ НИ АДРЕСА	Я ВЕРНУЛСЯ	3	4
5947	Популярного исполнителя и композитора Левона Оганезова можно встретить везде на различных артистических площадках в многочисленных телевизионных проектах на вечерах Иосифа Кобзона и Владимира Винокура в концертах Зураба Соткилавы и в качестве импровизатора в Белом попугае Левон Оганезов знает множество историй Некоторые из них чисто московские	Оганезов знает	36	37
5948	Левон Саркисович вы родились в Москве хотя вся ваша многочисленная армянская родня родом из Грузии	вы родились	2	3
